INFO: Iniciando OSKengine.
INFO: 	Version: 0.0.0
INFO: 	Build 2023.08.13a.
INFO: Versión de vulkan: 1.3.239
INFO: GPU elegida: NVIDIA GeForce RTX 2060
INFO: Creado el swapchain.
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
INFO: Friction B: 0.5:0.5:0.5
INFO: Friction A: 0:0.5:1
